Vehicle,Sold,Delivered,Trim,Stock Number,Pricing,Msrp,Mileage,Leads,Last lead,Deals,Age
2026 BMW 3 Series,No,No,330i NA Sedan,B8F95368,50315.0000,50315.0000,23,0,,3,201
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9231682,55891.0000,55891.0000,2974,0,,0,205
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9225007,55435.0,55435.0,7,0,,0,205
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9231197,78675.0,78675.0,7,0,,0,207
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9225023,57835.0000,57835.0000,4232,0,,0,208
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9279384,54885.0,54885.0,4920,0,,0,210
2026 BMW X7,No,No,ALPINA XB7 Sports Activity Vehicle,B9222929,160575.0,160575.0,26,6,03/24/2026 01:07:19 +00:00,2,210
2026 BMW iX,Yes,Yes,xDrive45 Sports Activity Vehicle,BCW35677,82250.0,82250.0,7,6,05/06/2026 17:37:16 +00:00,5,210
2026 BMW iX,No,No,xDrive60 Sports Activity Vehicle,BCW36381,92950.0,92950.0,5,8,04/28/2026 23:02:19 +00:00,6,210
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9222293,55455.0000,55455.0000,5,0,,0,212
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9219410,54855.0,54855.0,998,1,10/09/2025 14:48:07 +00:00,0,214
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9219066,78450.0,78450.0,6,1,02/19/2026 14:09:51 +00:00,0,214
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9217280,62005.0,62005.0,4021,3,02/17/2026 15:43:21 +00:00,1,214
2026 MINI Hardtop 2 Door,No,No,Cooper S FWD,M2Y08147,38990.0,38990.0,6,1,01/14/2026 23:59:27 +00:00,2,214
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9218639,98775.0,98775.0,5,7,03/11/2026 17:52:28 +00:00,3,214
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9207300,58835.0000,58835.0000,5,0,,0,215
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9205912,57785.0000,57785.0000,6,0,,0,215
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9211338,55035.0000,55035.0000,648,0,,0,215
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9210175,56935.0,56935.0,5,2,02/16/2026 22:39:47 +00:00,0,215
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209724,55685.0000,55685.0000,6,0,,1,215
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9202404,60985.0000,60985.0000,5,1,01/23/2026 16:12:27 +00:00,1,215
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9215385,0.0,0.0,5,0,,5,215
2026 BMW 3 Series,No,No,330i NA Sedan,B8F88102,50915.0000,50915.0000,126,0,,0,216
2026 BMW 3 Series,No,No,330i NA Sedan,B8F89781,56265.0,56265.0,1294,0,,0,216
2026 BMW 3 Series,No,No,330i NA Sedan,B8F85089,52215.0,52215.0,16,1,11/07/2025 17:36:50 +00:00,1,216
2026 BMW 3 Series,No,No,330i NA Sedan,B8F85159,51865.0,51865.0,6,1,03/20/2026 14:42:51 +00:00,0,217
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209627,55685.0000,55685.0000,5,0,,0,217
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9214291,56891.0000,56891.0000,4838,1,01/23/2026 16:12:27 +00:00,1,217
2026 BMW 3 Series,Yes,Yes,330i NA Sedan,B8F85808,56265.0,56265.0,1452,3,05/06/2026 00:03:20 +00:00,1,217
2026 BMW 3 Series,No,No,330i NA Sedan,B8F85186,51565.0,51565.0,17,3,04/23/2026 21:14:52 +00:00,1,217
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209713,57235.0000,57235.0000,5,0,,0,218
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209786,55685.0,55685.0,7,0,,0,218
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209711,55685.0,55685.0,6,2,01/13/2026 17:46:14 +00:00,0,218
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9204283,78925.0,78925.0,7,4,03/25/2026 20:16:09 +00:00,2,218
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9211840,55035.0,55035.0,5,2,04/23/2026 21:00:30 +00:00,2,218
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9207342,55935.0000,55935.0000,7,0,,0,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290827,53785.0000,53785.0000,6,0,,0,219
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9266086,77800.0,77800.0,2724,0,,0,219
2026 BMW 5 Series,No,No,530i Sedan,BCW89058,62100.0000,62100.0000,8,0,,0,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209764,56585.0,56585.0,5,3,10/14/2025 21:07:16 +00:00,0,219
2026 MINI Countryman,No,No,S ALL4,M7U09864,44010.0,44010.0,5,1,01/22/2026 20:53:22 +00:00,0,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9200217,60985.0000,60985.0000,5143,0,,0,219
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9285661,77450.0000,77450.0000,14,0,,0,219
2026 BMW 5 Series,No,No,530i Sedan,BCX02167,68825.0000,68825.0000,6,0,,0,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9205764,55435.0,55435.0,9,1,10/19/2025 16:16:37 +00:00,0,219
2026 BMW 5 Series,No,No,530i Sedan,BCW88616,62750.0,62750.0,5,1,03/01/2026 18:10:14 +00:00,0,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9209848,57235.0000,57235.0000,7,0,,0,219
2026 BMW X3,Yes,Yes,30 xDrive Sports Activity Vehicle,B9290895,0.0,0.0,4119,0,,0,219
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9203610,79325.0,79325.0,1142,0,,0,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9207217,56885.0,56885.0,5,1,02/04/2026 00:48:20 +00:00,1,219
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5506834,47655.0000,47655.0000,11,0,,1,219
2026 BMW M5,No,No,Sedan,BCW25457,137350.0,137350.0,12,9,05/04/2026 18:03:51 +00:00,13,219
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9200052,56535.0,56535.0,5,0,,0,221
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9205290,61085.0,61085.0,5,0,,0,221
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9205243,62885.0000,62885.0000,651,1,12/28/2025 07:24:01 +00:00,1,221
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9203910,75725.0,75725.0,7,0,,2,221
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9204597,56385.0000,56385.0000,2331,0,,0,224
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9204714,58435.0000,58435.0000,5,0,,0,224
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9204780,55255.0000,55255.0000,7,0,,0,224
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9204759,57285.0,57285.0,339,0,,0,225
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9204129,75725.0,75725.0,6,4,10/13/2025 14:39:58 +00:00,0,225
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9203801,78275.0,78275.0,7,0,,0,225
2026 MINI Countryman,No,No,S ALL4,M7U06177,44125.0000,44125.0000,3095,0,,0,226
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9201693,76375.0,76375.0,8,3,04/29/2026 22:46:25 +00:00,2,226
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9199700,55785.0000,55785.0000,3702,0,,0,228
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9199915,62535.0000,62535.0000,4518,0,,1,228
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9199741,55855.0,55855.0,4,1,05/04/2026 20:42:13 +00:00,1,228
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9199845,60985.0,60985.0,6,2,04/22/2026 18:08:51 +00:00,1,228
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9194936,61635.0,61635.0,1835,0,,0,229
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9199432,55735.0,55735.0,7,0,,0,229
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9184055,74825.0000,74825.0000,3762,0,,0,229
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9199670,55405.0000,55405.0000,6,1,03/12/2026 11:19:57 +00:00,1,229
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9198251,76775.0,76775.0,11,3,03/03/2026 20:55:20 +00:00,1,229
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X75188,39625.0000,39625.0000,11,0,,0,230
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9193530,78325.0,78325.0,180,2,04/17/2026 14:40:20 +00:00,1,230
2026 Bentley Continental GT,No,No,Speed,RC024453,447845.0,447845.0,94,0,,0,231
2026 MINI Countryman,No,No,S ALL4,M7T97263,43025.0000,43025.0000,10,0,,0,231
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X75542,39440.0,39440.0,7,0,,1,231
2026 MINI Convertible,No,No,Cooper S FWD,M2X76733,45875.0000,45875.0000,6,2,03/20/2026 22:34:17 +00:00,4,231
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X76143,39440.0,39440.0,9,0,,0,232
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9193593,80825.0,80825.0,15,2,12/21/2025 22:58:53 +00:00,0,232
2026 MINI Hardtop 2 Door,No,No,Cooper FWD,M2X76281,34090.0000,34090.0000,8,0,,0,233
2026 MINI Countryman,No,No,S ALL4,M7T94102,43025.0000,43025.0000,5,0,,0,233
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9192964,78675.0,78675.0,1930,2,01/31/2026 04:46:25 +00:00,0,233
2026 MINI Countryman,No,No,S ALL4,M7T96440,42760.0000,42760.0000,6,1,04/03/2026 09:20:52 +00:00,1,233
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9193253,77675.0,77675.0,1291,4,05/05/2026 16:13:12 +00:00,1,233
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9192813,79325.0,79325.0,9,0,,0,235
2026 MINI Countryman,No,No,S ALL4,M7T96503,44760.0000,44760.0000,10,0,,0,236
2026 MINI Convertible,No,No,Cooper S FWD,M2X72195,45340.0000,45340.0000,13,0,,0,238
2026 MINI Countryman,No,No,S ALL4,M7T93252,43610.0,43610.0,339,1,12/24/2025 08:35:42 +00:00,0,238
2026 BMW 3 Series,No,No,330i Sedan,BFV96713,51525.0,51525.0,4,2,02/11/2026 16:10:03 +00:00,0,238
2026 BMW 3 Series,No,No,330i Sedan,BFV97219,52875.0000,52875.0000,10,0,,1,238
2026 MINI Convertible,No,No,Cooper S FWD,M2X71068,42875.0,42875.0,16,2,04/17/2026 16:10:04 +00:00,1,238
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5428141,48250.0000,48250.0000,19,0,,0,239
2026 MINI Countryman,No,No,S ALL4,M7T88052,43860.0000,43860.0000,3163,0,,0,239
2026 MINI Convertible,No,No,Cooper S FWD,M2X73890,44125.0000,44125.0000,6,1,03/06/2026 15:28:38 +00:00,1,239
2026 BMW 2 Series,No,No,228 Gran Coupe,B7T85281,43550.0,43550.0,7,3,04/17/2026 16:25:12 +00:00,1,239
2026 BMW 2 Series,No,No,228 Gran Coupe,B7T81080,43300.0,43300.0,382,6,02/14/2026 14:11:36 +00:00,1,239
2026 MINI Convertible,No,No,Cooper S FWD,M2X71922,42125.0,42125.0,16,1,04/27/2026 14:27:47 +00:00,1,239
2026 MINI Convertible,No,No,Cooper S FWD,M2X73845,44125.0000,44125.0000,6,0,,2,239
2026 MINI Hardtop 2 Door,No,No,Cooper S FWD,M2X72225,38440.0000,38440.0000,1730,1,02/01/2026 20:10:20 +00:00,2,239
2026 MINI Countryman,No,No,John Cooper Works ALL4,M7T80744,52755.0,52755.0,22,10,03/27/2026 13:31:45 +00:00,3,239
2026 BMW 2 Series,No,No,228 Gran Coupe,B7T90746,43600.0,43600.0,4621,6,05/02/2026 16:05:02 +00:00,3,239
2026 BMW 2 Series,No,No,228 Gran Coupe,B7T84044,42400.0,42400.0,5,12,04/29/2026 19:38:27 +00:00,5,239
2026 MINI Countryman,No,No,S ALL4,M7T83030,44760.0,44760.0,49,0,,1,240
2026 MINI Countryman,No,No,S ALL4,M7T80562,42760.0,42760.0,12,0,,0,240
2026 MINI Countryman,No,No,S ALL4,M7T89026,42760.0,42760.0,10,0,,0,240
2026 MINI Countryman,No,No,S ALL4,M7T90663,43860.0000,43860.0000,2493,0,,1,240
2026 MINI Countryman,No,No,S ALL4,M7T83971,42760.0000,42760.0000,6,1,04/17/2026 16:15:33 +00:00,1,240
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X66144,39140.0000,39140.0000,34,0,,1,240
2026 MINI Countryman,No,No,S ALL4,M7T78598,44760.0,44760.0,4695,4,04/17/2026 17:52:01 +00:00,2,240
2026 Bentley Continental GT,Yes,No,Core,RC023704,331110.0000,331110.0000,33,1,11/12/2025 16:25:39 +00:00,3,240
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9178427,55235.0,55235.0,7,0,,0,243
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9181304,55185.0,55185.0,4781,5,04/30/2026 22:29:52 +00:00,3,243
2026 MINI Convertible,No,No,Cooper S FWD,M2X65618,43540.0,43540.0,33,1,10/09/2025 23:31:27 +00:00,0,246
2026 MINI Convertible,No,No,Cooper S FWD,M2X67448,44125.0,44125.0,26,1,11/25/2025 00:06:40 +00:00,0,246
2026 MINI Convertible,No,No,Cooper S FWD,M2X66891,42490.0000,42490.0000,32,0,,0,246
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5410983,48040.0000,48040.0000,9,0,,0,246
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9177998,57125.0,57125.0,6,4,05/01/2026 13:09:32 +00:00,1,246
2026 MINI Convertible,No,No,Cooper S FWD,M2X66324,45540.0,45540.0,9,1,04/30/2026 01:48:46 +00:00,1,246
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5420527,48690.0,48690.0,5,3,05/06/2026 17:06:20 +00:00,2,246
